# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
اسدی	asdi
اسرا	asra
اسرائيل	israel
اسرائيلی	israeli
اسرائیل	israel
اسرائیلی	israeli
اسرائیلیوں	asrayilyon
اسرار	asaraar
اسراف	israaf
اسرافیل	israfeel
اسرو	asro
اسسٹ	assist
اسسٹنٹ	assistant
اسسٹینس	asstins
اسطرح	istarah
اسطوانہ	ustawana
اسعد	asad
اسفار	asfaar
اسفل	asfal
اسفند	asfnd
اسقاط	isqaat
اسقدر	ka
اسقف	usquf
اسقفی	usqafi
اسكا	aska
اسلئے	isliye
اسلا	asla
اسلاف	islaaf
اسلام	islam
اسلامک	aslamk
اسلامی	islami
اسلامیات	aslamyat
اسلامیت	islamiyat
اسلامیہ	islamia
اسلحہ	asleha
اسلحے	aslehay
اسلم	aslam
اسلوب	usloob
اسلوبی	usloobi
اسلیئے	isiliye
اسلیے	isiliye
اسم	ism
اسما	asmaa
اسماء	asma
اسمائیل	asmayil
اسمائے	asmaye
اسمارٹ	bilhaaz
اسمارہ	asmarh
اسماعیل	ismael
اسماعیلی	asmaayli
اسمبل	asmbl
اسمبلي	assembly
اسمبلی	assembly
اسمبلیاں	asmblyan
اسمبلیوں	assemblion
اسمتھ	asmth
اسمعیل	asmayl
اسموکنگ	smoking
اسمگل	smuggle
اسمگلروں	asmglron
اسمگلنگ	smuggling
اسمی	ismi
اسمیں	asmin
اسناد	asnad
اسنوکر	snooker
اسنیپ	asnip
اسنے	usnay
اسو	aso
اسود	aswed
اسوسی	asosi
اسوقت	asoqt
اسوہ	uswah
اسوۂ	uswah
اسوۃ	uswah
اسٹائل	style
اسٹائن	astayn
اسٹار	star
اسٹارز	stars
اسٹارٹ	start
اسٹاف	staff
اسٹالز	stalls
اسٹالن	stalon
اسٹاپ	stop
اسٹاک	stock
اسٹبلشمنٹ	establishment
اسٹرائیک	strike
اسٹرائیکر	sticker
اسٹراس	strauss
اسٹرلنگ	sterling
اسٹرونگ	strong
اسٹرکچر	astrkchr
اسٹریلیا	mein
اسٹریٹ	street
اسٹریٹجک	astritjk
اسٹریپ	strippe
اسٹریچر	astrichr
اسٹنٹ	assistant
اسٹور	store
اسٹورٹ	stuart
اسٹوری	story
اسٹوریج	storage
اسٹون	stone
اسٹونیا	astonya
اسٹوڈنٹس	astodnts
اسٹوڈیو	astodyo
اسٹوڈیوز	astodyoz
اسٹڈیز	astdiz
اسٹیبلشمنٹ	astiblshmnt
اسٹیج	stage
اسٹیریو	astiryo
اسٹیشن	station
اسٹیشنز	stations
اسٹیشنوں	stationon
اسٹیفن	stephen
اسٹیفی	astifi
اسٹیل	steal
اسٹیم	esteem
اسٹیمپ	astimp
اسٹین	astin
اسٹینفورڈ	astinford
اسٹینلی	astinli
اسٹینلے	astinle
اسٹینڈ	astind
اسٹینڈرڈ	standard
اسٹیو	steve
اسٹیورٹ	astyort
اسٹیٹ	state
اسٹیٹس	astits
اسٹیڈيم	stadium
اسٹیڈیز	astidiz
اسٹیڈیم	stadium
اسٹیک	steak
اسپ	asp
اسپائیڈر	spider
اسپارٹا	sparta
اسپاٹ	aspat
اسپتال	hospital
اسپتالوں	aspatalon
اسپر	aegi
اسپرٹ	spratt
اسپغول	ispaghol
اسپنر	spiner
اسپورٹس	sports
اسپیئر	spear
اسپیس	space
اسپیشل	special
اسپیشلائزڈ	specialized
اسپین	spain
اسپینش	spenish
اسپیکر	speaker
اسپیکرز	aspikrz
اسکا	uska
اسکاؤٹس	askaots
اسکاؤٹنگ	askaotng
اسکالر	askalr
اسکالرشپ	askalrshp
اسکاٹ	scot
اسکاچستان	scochistan
اسکردو	askrdo
اسکرٹ	skirt
اسکرپٹ	script
اسکرین	screen
اسکرینیں	askrinin
اسکریں	screen
اسکل	skill
اسکندر	askndr
اسکندریہ	iskandriya
اسکو	usko
اسکوئر	askoyr
اسکوائر	square
اسکوائش	askwaysh
اسکوارڈرن	askwardrn
اسکواش	askwash
اسکواڈرن	askwadrn
اسکور	score
اسکول	school
اسکولز	schools
اسکولوں	schoolon
اسکولی	askole
اسکيل	scale
اسکی	uski
اسکیل	askil
اسکیم	scheme
اسکیمو	schemon
اسکیموں	askimon
اسکین	scan
اسکینر	scanner
اسکینڈل	scandal
اسکیٹنگ	skating
اسکیچ	scatch
اسکے	uskay
اسکےبعد	aik
اسہال	ishaal
اسی	isi
اسیا	asya
اسید	asayed
اسیر	aseer
اسیران	asiiraan
اسیری	aseeri
اسیل	asil
اسیں	assin
اسیے	asie
اسے	usay
اش	ush
اشارات	asharaat
اشاراتی	asharati
اشارتا	ishartan
اشارتی	ashaarti
اشاروں	ishaaron
اشارہ	ishara
اشارۂ	ishara
اشارۃ	ishara
اشاریت	asharit
اشاریوں	asharyon
اشاریہ	asharih
اشاریے	asharie
اشارے	isharay
اشاعت	ashaat
اشاعتوں	ashaaton
اشاعتی	ashaati
اشاعتیں	ashaatin
اشتال	ishtaal
اشتباہ	ishtibaah
اشتر	ashter
اشتراک	ishtiraaq
اشتراکی	ishtiraaki
اشتراکیت	ishtirakiat
اشتعال	ishtial
اشتمالیت	ishtimaliyat
اشتہا	ishtiha
اشتہار	ishtihar
اشتہارات	ishtiharaat
اشتہاری	ishtihari
اشتیاق	ishtiaq
اشجار	ashjar
اشخاص	ashkhaas
اشد	ashad
اشدود	ashdod
اشرار	ashrar
اشراف	ashraaf
اشرافیہ	ishrafia
اشراق	ishraaq
اشرف	ashraf
اشرفی	ashrafi
اشرفیاں	ashrafiaan
اشرفیہ	ashrfih
اشعار	ashaar
اشعر	asher
اشعری	ashri
اشعہ	ashey
اشفاق	ashfaq
اشلوک	ashlok
اشنان	ashnan
اشنگٹن	ashngtn
اشور	assure
اشورنس	assurance
اشوریہ	ashorih
اشوک	ashok
اشوکا	ashoka
اشک	asshk
اشکال	ashkaal
اشکبار	ashkbaar
اشکباری	ashqbaaree
اشکوں	ashqo
اشہر	asher
اشیا	ashya
اشیاء	ashya
اشیائ	ashiayi
اشیائے	ashyae
اشے	eshey
اص	as
اصافہ	asafh
اصحاب	ashaab
اصرار	israar
اصطبل	astabal
اصطلاح	istilaah
اصطلاحات	eslehaath
اصطلاحی	istilahi
اصطلاحیں	istilahein
اصغر	asghar
اصغری	asghari
اصفہان	asfahan
اصفہانی	asfhani
اصل	asal
اصلاح	islaah
اصلاحات	islahat
اصلاحاتی	aslahati
اصلاحی	islahi
اصلح	aslh
اصلی	asli
اصلیت	asliyat
اصلیہ	asliya
اصناف	asnaf
اصنام	asnaam
اصول	usool
اصولوں	usoolon
اصولی	usooli
اضاف	izaaf
اضافت	azaft
اضافوں	azafon
اضافہ	izafah
اضافی	izafi
اضافیت	izafiyat
اضافے	izafay
اضطراب	iztiraab
اضطراری	iztirari
اضلاع	azlaa
اطاعت	itaat
اطاق	ataq
اطالوی	atalwi
اطالویوں	ataloyon
اطالیہ	italia
اطبا	atba
اطراف	atraaf
اطفال	atfaal
اطلا	ittila
اطلاع	ittila
اطلاعات	it-tila-aat
اطلاعاتی	atlaaati
اطلاق	itlaq
اطلاقات	atlaqat
اطلاقی	atlaqi
اطلس	atlas
اطلسی	atlasi
اطمینان	itminan
اطمینانی	itmenani
اطوار	atwaar
اطہار	at_har
اطہر	ather
اطیب	ateeb
اظفر	azfar
اظہا	azha
اظہار	izhaar
اظہاریکجہتی	azharikj_hti
اظہاریہ	azharih
اظہاریے	azharie
اظہر	azhar
اظہرمحمود	azhrmhmod
اظہری	azhri
اع	aa
اعادہ	iada
اعانت	eaanat
اعتبار	aitbaar
اعتباری	aitbaari
اعتدال	aitdaal
اعتذار	atzaar
اعتراض	aitraaz
اعتراضات	aitrazaat
اعتراف	aitraaf
اعترافات	aatrafat
اعترافی	aatrafi
اعترض	aatrz
اعتزاز	aitzaz
اعتقاد	aitqaad
اعتقادات	aetaqadat
اعتقادی	aitqaadi
اعتماد	aetmaad
اعتمادکی	aatmadki
اعتمادی	itmadi
اعتنا	aetna
اعتنائی	aitnai
اعتکاف	aitekaf
اعجاز	ejaaz
اعدا	aada
اعداد	adaad
اعدادوشمار	adad
اعدادی	aadadi
اعراب	aarab
اعراس	araas
اعراض	aaraaz
اعراف	airaaf
اعزا	azaa
اعزاز	aizaz
اعزازات	ezazat
اعزازت	aazazt
اعزازی	aizazi
اعزازیہ	aazazih
اعزہ	aazh
اعشاری	aashariye
اعشاریہ	aashariya
اعصاب	asaab
اعصابی	aasabi
اعصار	esaar
اعضا	aaza
اعضاء	aaza
اعضائے	azaye
اعطم	aatm
اعظم	azam
اعظموں	aazmon
اعظمی	aazmi
اعظیم	aazam
اعلا	aala
اعلاج	aalaj
اعلام	alaam
اعلامیہ	aalamia
اعلامیے	ailamiye
اعلان	elaan
اعلانات	elanaat
اعلانیہ	elania
اعلم	aalm
اعلی	alla
اعمال	aamaal
اعمالی	aamali
اعوان	awan
اعوذ	auzu
اغاز	aghaz
اغراض	aghraaz
اغزاز	aghzaz
اغلاط	aghlat
اغلب	aghlab
اغنیا	aghnya
اغوا	ighwa
اغواء	aghwaa
اغواشدگان	aghwashdgan
اغواہ	aghwa
اف	uf
افادہ	afadah
افادی	afadi
افادیت	ifadiyat
افاضہ	afazah
افتا	afta
افتاد	aftad
افتادگی	uftadgi
افتادہ	aftada
افتتاح	iftitah
افتتاحی	iftitahi
افتتاحیہ	afttahih
افتتاع	afttaa
افتحار	afthar
افتخار	iftikhar
افتخارعارف	aftkharaarf
افترا	aftara
افتراق	iftiraq
افتی	afti
افراتفری	afratafri
افراد	afraad
افرادنے	afradne
افرادي	afraadi
افرادی	afraadi
افراز	afraaz
افراط	afraat
افرد	afrd
افردا	afrada
افرسیاب	afrasyab
افرنگ	afrng
افروز	afroz
افريقہ	africa
افريقی	africi
افریقا	africa
افریقن	afriqn
افریقہ	africa
افریقی	africi
افریقین	afriqin
افریقیوں	afriqyon
افزا	afzaa
افزائش	afzaish
افزائی	afzai
افزودگی	afzodgi
افزودہ	afzodah
افزونی	afzoni
افزوں	afzun
افسانوں	afsanoon
افسانوی	afsanwi
افسانہ	afsana
افسانے	afsaanay
افسر	afsar
افسران	afsaraan
افسردگی	afsurdagi
افسردہ	afsurdah
افسروں	afsaron
افسو	afso
افسوس	afsos
افسوسناک	afsoosnaak
افسوں	afsoon
افشا	afsha
افشائے	afshaye
افشار	afshaar
افشانی	afshani
افشاں	afshaan
افشین	afsheen
افضائی	afzayi
افضال	afzal
افضل	afizal
افضیہ	afzia
افطار	aftaar
افطاری	aftaari
افعال	af-aal
افعان	afaan
افعانستان	afaanstan
افعانوں	afghanoon
افغان	afghan
افغانستان	afghanistan
افغانوں	afghanon
افغانی	afghani
افغانیوں	afghanyon
افق	ufaq
افقی	ufuqi
افلاس	iflaas
افلاطون	aflatoon
افلاطونی	aflatooni
افلاق	aflaak
افلاک	aflaaq
افواج	afwaj
افواہ	afwaah
افواہوں	afwahon
افواہیں	afwahen
افوج	islami
افکار	afkaar
افگار	afgaar
افگن	afgan
افہام	afham
افیئرز	affairs
افیم	afeem
افیون	afiyoon
افیونی	afyooni
اق	aq
اقارب	iqareb
اقامت	iqamat
اقامتی	iqamti
اقبا	aqba
اقبال	iqbal
اقتباس	iqtabas
اقتباسات	iqtisabaat
اقتدا	aqtda
اقتدار	iqtidaar
اقتدارمیں	ewaan
اقتصاد	iqtisad
اقتصادی	iqtisadi
اقتصادیات	iqtisadiat
اقتصادیت	aqtsadit
اقدار	eqdaar
اقدام	iqdaam
اقدامات	iqdamaat
اقدس	aqes
اقدمات	aqdmat
اقرا	iqrah
اقرار	iqraar
اقربا	uqarba
اقساط	aqsat
اقسام	aqsam
اقصی	aqsa
اقع	aqa
اقلیت	aqliat
اقلیتوں	aqliton
اقلیتی	aqliati
اقلیتیں	aqlitin
اقلیدس	aqleedas
اقلیم	aqleem
اقوال	aqval
اقوام	aqwam
ال	al
الآرا	alaara
الا	ila
الاؤ	alaao
الائمہ	alaymh
الائمۃ	alaymh
الائنس	alayns
الائیو	alive
الائیڈ	alayid
الااقوامی	alaaqwami
الاباما	alabama
الاثر	al-asar
الاحد	alahd
الاحرار	alahrar
الاحزاب	al-ahzaab
الاحمد	alahmd
الاختر	alakhtr
الاخلاق	al-ikhlaq
الادا	alada
الادب	aladb
الارم	ularam
الازھر	alazhr
الازہر	alazhr
الازہری	alazhri
الاستعمال	alastamal
الاسلاميہ	alaslamih
الاسکا	alaska
الاشاعت	alashaat
الاشرف	al-ashraf
الاصل	alasl
الاصلاح	alaslah
الاصوبائی	alasobayi
الاضحی	al-adha
الاظہر	alazhr
الاعتقادی	al-etqadi
الاعراف	al-aa
الاعلان	al-elaan
الاقصی	alaqsi
الاقوام	al-aqwaam
الاقوامی	al
الاقومی	alaqomi
الامام	alamam
الامت	alamt
الامراض	al-amraaz
الامور	alamor
الامکان	al
الامین	al-ameen
الانا	illana
الانبار	alanbar
الانسان	al-insaan
الانصاری	alansari
الانعام	al-inaam
الاوسط	alavst
الاول	al-awwal
الاٹ	allot
الاپ	alap
الاپا	alapa
الاپتا	alapta
الایمان	alayman
الباری	albari
البالی	albani
البانوی	albanoy
البانی	albani
البانیہ	albanih
البتہ	albata
البدایہ	albadaya
البدایۃ	albadaya
البدر	albdr
البدل	albdl
البدیہ	al-badee
البدیہہ	albdihh
البر	albar
البرائٹ	albrayt
البرادی	albradi
البرٹ	albert
البرٹو	albrto
البشر	al-bashr
البصر	al-basr
البغدادی	albghdadi
البقرہ	al-baqrah
البقرۃ	al-baqrah
البقیع	albqia
البلاد	alblad
البلاغہ	alblagh_h
البلد	albalad
البم	albm
البمز	albmz
البنا	albna
البنات	albanat
البیان	al
البیلا	albela
الت	alat
التبہ	altb_h
التجا	iltija
التحصیل	althsil
التزام	iltazam
التفات	iltifaat
التماس	iltamas
التمش	altamash
التوا	iltiwa
التوائے	altwaye
التوحید	altohid
التہاب	al-tahab
الثانی	alsani
الثقافتی	alsqafti
الجابر	aljabr
الجامعہ	aljamah
الجبار	aljbar
الجبرا	aljebra
الجبل	al-jabal
الجثہ	aljsh
الجزائر	al-jaizair
الجزائری	al-jazairi
الجزائیر	aljzayir
الجماعت	aljamaat
الجماعتی	aljmaati
الجمعیۃ	aljmayh
الجنوب	aljanoob
الجھ	ulajh
الجھا	uljha
الجھاؤ	uljhao
الجھایا	uljhaya
الجھن	uljan
الجھنا	ulajhna
الجھنوں	uljhano
الجھنیں	uljhanein
الجھی	uljhi
الجھے	ulje
الجیریا	aljirya
الحئی	alhyi
الحاج	alhaj
الحاد	al-haad
الحارث	al-haris
الحاق	ilhaaq
الحال	fi
الحامد	alhamd
الحاکم	al-hakim
الحبيب	alhbib
الحج	alhj
الحجاج	alhjaj
الحجہ	al-haja
الحديث	al-hadith
الحدیث	al-hadith
الحرام	alhram
الحرم	alhrm
الحرمین	alhrmin
الحزن	alhazan
الحسن	al
الحسنین	alhsnin
الحسین	al-hussein
الحسینی	alhsini
الحفیظ	alhafeez
الحق	al
الحقیقت	al
الحلیم	alhlim
الحمد	alhmd
الحمداللہ	alhamdulillah
الحمید	alhmid
الحوالی	alhwali
الحکمۃ	alhkmh
الحکومت	alhkomt
الحکیم	masqoom
الحیوانات	alhiwanat
الخبائث	alkhbays
الخبر	alkhbr
الخدمت	alkhdmt
الخط	alkht
الخطیب	alkhtib
الخلق	alkhalq
الخلیفہ	alkhalifa
الخیر	alkhir
الخیری	alkhiri
الد	ald
الدستور	aldstor
الدعوات	aldawat
الدعوہ	aldavh
الدعوۃ	aldavh
الدنیا	al-dunia
الدولہ	adolah
الدين	aldeen
الدین	aldeen
الدیں	adeen
الذ	alz
الذكر	alzkr
الذمہ	alzmh
الذکر	alzkr
الر	alr
الرؤف	alrof
الرائے	al
الرجال	alrjal
الرجی	allergy
الرحم	al
الرحمان	fazl
الرحمتہ	alrhmt_h
الرحمن	al
الرحمہ	alrhmh
الرحمۃ	alrhmh
الرحیم	uraheem
الرسول	alrsol
الرشید	alrshid
الرعد	al-raad
الرغم	alrghm
الرنتیسی	alrntisi
الرياض	alryaz
الرٹ	alert
الریاض	alryaz
الزام	ilzaam
الزامات	ilzamaat
الزبتھ	elizebath
الزبیدی	alzbidi
الزرقاوی	alzrqavi
الزم	alzm
الزمات	alzmat
الزمان	uzzaman
الزماں	alzman
الزور	alzor
الزہرا	alzhra
الزہرہ	az-zahra
الس	alas
السالم	alsalim
الستار	alstar
السر	alsar
السلا	alsla
السلام	salam
السلامیہ	alslamih
السلطان	alsltan
السلطنت	al
السنہ	alsnh
السنۃ	alsnh
السید	alsid
السیرۃ	alsirh
الشام	alsham
الشان	al
الشرف	alshrf
الشرق	alshrq
الشریفین	alshrifin
الشفا	mein
الشمس	al-shams
الشمسی	alshmsi
الشہباز	alsh_hbaz
الشہدا	alsh_hda
الشہود	alsh_hod
الصادق	alsadiq
الصافی	alsafi
الصباح	alsbah
الصبح	alsubah
الصدور	alsadoor
الصدیق	alsdiq
الصفا	alsfa
الصلوۃ	bhi
الصوبائی	alsobayi
الطاف	altaf
الطالبین	altalbin
الطبقات	al-tabqaat
الطور	altor
الظفر	alzfr
العابدین	alaabdin
العارفین	alaarfin
العالم	alaalm
العالمین	alaalmin
العالمیہ	alaalmih
العباد	ishrat
العباس	alabas
العرب	alarab
العربي	alarbi
العربی	alarbi
العزت	ulizzat
العزيز	alaziz
العزیز	alaziz
العسیری	alasiri
العظیم	alazim
العقل	al-aqal
العقول	alaqol
العقیدہ	alaqid_h
العلق	al-alq
العلم	al-ilm
العلمائے	alalmaye
العلوم	al-aloom
العلیم	alalim
العمر	alamr
العمل	al
العنان	alanan
العنانی	alanani
العودہ	alavd_h
العین	alain
العینی	alayni
الغ	alagh
الغازی	alghazi
الغرض	algaraz
الغزالی	alghzali
الغفار	alghfar
الغنی	alghni
الف	alif
الفا	alpha
الفار	alfaar
الفاسی	alfasi
الفاط	alfat
الفاظ	alfaaz
الفاظوں	alfazo
الفت	ulfat
الفجر	alfjr
الفردوس	alfrdos
الفرقان	alfrqan
الفرڈ	alfrd
الفریڈ	alfred
الفطر	ulfittar
الفطرت	alfitrat
الفور	alfoor
الفونسو	alfonso
الفیصل	alfisl
الفیل	al-fail
الق	alq
القا	alqa
القائدہ	ke
القائم	alqaym
القاب	alqab
القابات	alqabaat
القادر	alqadr
القادری	al-qadri
القارعۃ	al-qaria
القاسم	risala
القاسمی	alqasmi
القاعدہ	al
القبطیۃ	al-qubtia
القت	alqat
القتل	al
القدر	al-qadar
القدوس	alquddoos
القدیر	alqdir
القرآن	al
القران	alqran
القصر	qasar
القصص	alqss
القعدہ	al-qada
القمر	al
القوامی	alqwami
القومی	alqomi
القیوم	alqyom
الكلام	alklam
اللحم	allhm
اللسان	allsan
اللسانی	allsani
اللطیف	alltif
اللعالمین	allaalmin
اللغات	al-lugaat
اللفظ	allfz
الله	allah
اللہ	allah
الم	alum
المؤمنین	al-momineen
الما	alma
المائدہ	al-maaida
الماجد	almajd
الماری	almaari
الماریوں	almariyon
المال	almaal
المالکی	almalki
المانیک	almanik
المثل	almisal
المجید	almjid
المخلوق	almkhloq
المخلوقات	almkhloqat
المدارس	al-madaris
المدتی	almdti
المدثر	almudasar
المدينہ	almdinh
المدینہ	almdinh
المذاہب	almzahb
المر	almr
المرجب	almrjb
المرسلین	al-mursaleen
المرگ	almrg
المزمل	al-muzammil
المسلمون	almslmon
المسلمین	almslmin
المشائخ	almshaykh
المشرقین	almshrqin
المصری	almsri
المطلب	al-mutlib
المظفر	almzfr
المعارف	al-maarif
المعانی	almaani
المعروف	almarof
المعظم	almazm
المعیاد	al-mayaad
المقدس	almuqaddas
الملوک	almlok
الملوکی	almloki
الملک	almulk
المنار	almnar
المناک	alamnaak
المنتظر	almntzr
المنصور	almnsor
المنورہ	almnorh
المنکر	almnkr
الموت	ulmaut
الموسوی	almosoy
المومنین	al-momineen
المونیم	aluminium
المپکس	almpks
المکتوم	almktom
المکرم	almkrm
المکرمہ	almkrmh
المہدی	almhdi
المہرہ	almera
المیزان	almizan
المیعاد	almead
المیوں	almyon
المیہ	almiya
الن	alan
الناس	al
النبویہ	al-nabwiya
النبي	alnbi
النبی	alnbi
النبین	alnain
النجوم	al
النسا	alnisa
النساء	al-nisaa
النسل	al-nasal
النضر	al-nazar
النظری	alnzri
النظیر	alnzir
النفس	al-nafs
النور	al-noor
النوع	alnoa
النہار	alnahar
النہایۃ	al-nahaya
النہیان	alnhyan
الو	uuullllu
الواح	alwah
الوادی	alwadi
الواریز	alwariz
الواقع	al
الوجود	al-wajood
الود	alood
الوداعی	alwidai
الوری	alori
الوسع	alosa
الوطنی	al-watni
الوقت	al-waqt
الوقوع	al-waqo
الولی	aloli
الوہیت	al-wahiyat
الياس	ilyas
اليکشن	election
الٹ	ulat
الٹا	ulta
الٹانا	ultaana
الٹراساؤنڈ	altrasaond
الٹنا	ultana
الٹنے	ulatnay
الٹی	ulti
الٹے	ultay
الپ	alap
الپائن	alpayn
الپس	alpas
الپوری	alpori
الڈر	alder
الکاہل	al
الکبری	alkabri
الکتاب	al-kitab
الکحل	alchohal
الکریم	alkrim
الکلام	al
الکلامی	alklami
الکلی	alkali
الکندی	alkndi
الکوت	alkot
الکوحل	alchohal
الکوم	alkom
الگ	allag
الہ	elah
الہا	ilhaa
الہادی	alhadi
الہام	ilham
الہامی	ilhaami
الہدی	alhdi
الہند	al-hind
الہی	ellahi
الہیہ	aliha
الی	eli
الیاس	ilyas
